phrase,category,d_speeches,r_speeches,total,percent_of_d_speeches,percent_of_r_speeches,chi2,pval
low income,economy/fiscal issues,7,8,15,30.43,29.63,0.002683843,0.958683416
train,NA,7,8,15,30.43,29.63,0.002683843,0.958683416
try,NA,7,8,15,30.43,29.63,0.002683843,0.958683416
signed,NA,7,8,15,30.43,29.63,0.002683843,0.958683416
courage,NA,7,8,15,30.43,29.63,0.002683843,0.958683416
sitting,NA,7,8,15,30.43,29.63,0.002683843,0.958683416
13,NA,7,8,15,30.43,29.63,0.002683843,0.958683416
corner,NA,7,8,15,30.43,29.63,0.002683843,0.958683416
teaching,education,7,8,15,30.43,29.63,0.002683843,0.958683416
information,NA,7,8,15,30.43,29.63,0.002683843,0.958683416
differences,NA,7,8,15,30.43,29.63,0.002683843,0.958683416
member,NA,7,8,15,30.43,29.63,0.002683843,0.958683416
17,NA,7,8,15,30.43,29.63,0.002683843,0.958683416
degree,NA,10,12,22,43.48,44.44,0.002635046,0.959060411
police,crime/justice,10,12,22,43.48,44.44,0.002635046,0.959060411
american,NA,10,12,22,43.48,44.44,0.002635046,0.959060411
homes,NA,10,12,22,43.48,44.44,0.002635046,0.959060411
capital,economy/fiscal issues,10,12,22,43.48,44.44,0.002635046,0.959060411
unique,NA,10,12,22,43.48,44.44,0.002635046,0.959060411
prosperity,economy/fiscal issues,10,12,22,43.48,44.44,0.002635046,0.959060411
step,NA,13,15,28,56.52,55.56,0.002070393,0.963707519
achieve,NA,13,15,28,56.52,55.56,0.002070393,0.963707519
responsibility,NA,13,15,28,56.52,55.56,0.002070393,0.963707519
difference,NA,13,15,28,56.52,55.56,0.002070393,0.963707519
team,NA,13,15,28,56.52,55.56,0.002070393,0.963707519
instead,NA,13,15,28,56.52,55.56,0.002070393,0.963707519
problem,NA,13,15,28,56.52,55.56,0.002070393,0.963707519
effort,NA,13,15,28,56.52,55.56,0.002070393,0.963707519
months,NA,13,15,28,56.52,55.56,0.002070393,0.963707519
office,NA,19,22,41,82.61,81.48,0.001924512,0.965008618
products,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
announce,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
million new,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
shown,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
help people,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
eye,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
taught,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
preparing,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
standard,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
imagine,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
positions,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
named,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
mom,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
fields,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
closely,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
outdoor,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
obligation,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
strategic,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
strategies,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
state state strong,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
party,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
000 year,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
common sense,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
100 000,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
100 million,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
state local,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
good work,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
worth,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
couple,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
loved,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
salary,economy/fiscal issues,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
elementary,education,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
qualified,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
advocate,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
job creation,economy/fiscal issues,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
amendment,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
alongside,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
exciting,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
excited,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
allows,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
electric,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
inaugural,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
retirement,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
12 education,education,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
creative,NA,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
community colleges,education,5,6,11,21.74,22.22,0.001317523,0.97104498400000006
low,NA,16,19,35,69.57,70.37,0.001150219,0.972945034
higher,NA,16,19,35,69.57,70.37,0.001150219,0.972945034
members,NA,22,26,48,95.65,96.3,5.36769e-4,0.98151605
let,NA,22,26,48,95.65,96.3,5.36769e-4,0.98151605
job,economy/fiscal issues,22,26,48,95.65,96.3,5.36769e-4,0.98151605
future,NA,22,26,48,95.65,96.3,5.36769e-4,0.98151605
jobs,economy/fiscal issues,22,26,48,95.65,96.3,5.36769e-4,0.98151605
parents,NA,18,21,39,78.26,77.78,3.71609e-4,0.984620001
number,NA,18,21,39,78.26,77.78,3.71609e-4,0.984620001
innovation,economy/fiscal issues,11,13,24,47.83,48.15,2.68384e-4,0.986929289
save,NA,11,13,24,47.83,48.15,2.68384e-4,0.986929289
200,NA,11,13,24,47.83,48.15,2.68384e-4,0.986929289
heard,NA,11,13,24,47.83,48.15,2.68384e-4,0.986929289
political,NA,11,13,24,47.83,48.15,2.68384e-4,0.986929289
century,NA,11,13,24,47.83,48.15,2.68384e-4,0.986929289
chance,NA,12,14,26,52.17,51.85,2.47739e-4,0.987442024
lost,NA,12,14,26,52.17,51.85,2.47739e-4,0.987442024
built,NA,12,14,26,52.17,51.85,2.47739e-4,0.987442024
residents,NA,6,7,13,26.09,25.93,1.2387e-4,0.991119987
formula,NA,6,7,13,26.09,25.93,1.2387e-4,0.991119987
night,NA,6,7,13,26.09,25.93,1.2387e-4,0.991119987
reflect,NA,6,7,13,26.09,25.93,1.2387e-4,0.991119987
represent,NA,6,7,13,26.09,25.93,1.2387e-4,0.991119987
cuts,NA,6,7,13,26.09,25.93,1.2387e-4,0.991119987
workforce development,economy/fiscal issues,6,7,13,26.09,25.93,1.2387e-4,0.991119987
fourth,NA,6,7,13,26.09,25.93,1.2387e-4,0.991119987
threat,NA,6,7,13,26.09,25.93,1.2387e-4,0.991119987
focusing,NA,6,7,13,26.09,25.93,1.2387e-4,0.991119987
balanced,NA,6,7,13,26.09,25.93,1.2387e-4,0.991119987
high school students,education,6,7,13,26.09,25.93,1.2387e-4,0.991119987
immediately,NA,6,7,13,26.09,25.93,1.2387e-4,0.991119987
importantly,NA,6,7,13,26.09,25.93,1.2387e-4,0.991119987
seven,NA,6,7,13,26.09,25.93,1.2387e-4,0.991119987
facility,NA,6,7,13,26.09,25.93,1.2387e-4,0.991119987
win,NA,6,7,13,26.09,25.93,1.2387e-4,0.991119987
beautiful,NA,6,7,13,26.09,25.93,1.2387e-4,0.991119987
fail,NA,6,7,13,26.09,25.93,1.2387e-4,0.991119987
high speed,NA,6,7,13,26.09,25.93,1.2387e-4,0.991119987
75,NA,6,7,13,26.09,25.93,1.2387e-4,0.991119987
intend,NA,6,7,13,26.09,25.93,1.2387e-4,0.991119987
haven,NA,6,7,13,26.09,25.93,1.2387e-4,0.991119987
trump,NA,6,7,13,26.09,25.93,1.2387e-4,0.991119987
invest,NA,17,20,37,73.91,74.07,4.35e-5,0.994736311
years,NA,23,27,50,100,100,0,1
new,NA,23,27,50,100,100,0,1
state,NA,23,27,50,100,100,0,1
work,NA,23,27,50,100,100,0,1
education,education,23,27,50,100,100,0,1
school,education,23,27,50,100,100,0,1
thank,NA,23,27,50,100,100,0,1
people,NA,23,27,50,100,100,0,1
working,economy/fiscal issues,23,27,50,100,100,0,1
make,NA,23,27,50,100,100,0,1
